challenge_id,user_id,purchase_date,challenge_type,price_usd,account_size,promo_code_used
CH001388,USR009549,2025-07-23,swing,549.0,100000,
CH001065,USR007176,2025-07-24,swing,799.0,150000,
CH001070,USR007193,2025-07-24,standard,279.0,50000,WELCOME10
CH001250,USR008707,2025-07-24,standard,279.0,50000,
CH001276,USR008885,2025-07-24,standard,499.0,100000,
CH001300,USR009060,2025-07-24,low_cost_trial,39.0,10000,
CH001327,USR009170,2025-07-24,low_cost_trial,39.0,10000,WELCOME10
CH001354,USR009314,2025-07-24,swing,799.0,150000,SPRING15
CH001358,USR009334,2025-07-24,aggressive,179.0,25000,COMMUNITY5
CH001407,USR009642,2025-07-24,low_cost_trial,59.0,25000,WELCOME10
CH001424,USR009776,2025-07-24,low_cost_trial,59.0,25000,
CH001429,USR009823,2025-07-24,low_cost_trial,59.0,25000,COMMUNITY5
CH000932,USR006352,2025-07-25,standard,499.0,100000,FLASH20
CH001037,USR007014,2025-07-25,low_cost_trial,59.0,25000,
CH001309,USR009098,2025-07-25,low_cost_trial,39.0,10000,COMMUNITY5
CH001362,USR009352,2025-07-25,standard,279.0,50000,
CH001396,USR009592,2025-07-25,standard,279.0,50000,FLASH20
CH001411,USR009682,2025-07-25,aggressive,319.0,50000,AFFPARTNER
CH001418,USR009723,2025-07-25,standard,149.0,25000,
CH001212,USR008397,2025-07-26,aggressive,569.0,100000,
CH001295,USR009000,2025-07-26,low_cost_trial,59.0,25000,AFFPARTNER
CH001298,USR009043,2025-07-26,low_cost_trial,59.0,25000,FLASH20
CH001311,USR009103,2025-07-26,swing,299.0,50000,
CH001328,USR009179,2025-07-26,aggressive,319.0,50000,SPRING15
CH001348,USR009283,2025-07-26,aggressive,319.0,50000,SPRING15
CH001382,USR009490,2025-07-26,low_cost_trial,59.0,25000,
CH001394,USR009587,2025-07-26,standard,149.0,25000,WELCOME10
CH001469,USR010046,2025-07-26,low_cost_trial,39.0,10000,
CH001146,USR007959,2025-07-27,low_cost_trial,39.0,10000,FLASH20
CH001232,USR008525,2025-07-27,standard,499.0,100000,
CH001312,USR009107,2025-07-27,swing,799.0,150000,SPRING15
CH001353,USR009312,2025-07-27,aggressive,569.0,100000,COMMUNITY5
CH001447,USR009932,2025-07-27,standard,149.0,25000,
CH001109,USR007559,2025-07-28,low_cost_trial,39.0,10000,WELCOME10
CH001177,USR008137,2025-07-28,standard,279.0,50000,AFFPARTNER
CH001252,USR008709,2025-07-28,standard,149.0,25000,WELCOME10
CH001331,USR009196,2025-07-28,aggressive,179.0,25000,COMMUNITY5
CH001363,USR009355,2025-07-28,low_cost_trial,39.0,10000,WELCOME10
CH001369,USR009418,2025-07-28,aggressive,319.0,50000,AFFPARTNER
CH001385,USR009521,2025-07-28,aggressive,179.0,25000,
CH001421,USR009741,2025-07-28,aggressive,319.0,50000,
CH001426,USR009783,2025-07-28,swing,299.0,50000,
CH001427,USR009807,2025-07-28,standard,279.0,50000,
CH001479,USR010141,2025-07-28,aggressive,319.0,50000,AFFPARTNER
CH001207,USR008371,2025-07-29,aggressive,319.0,50000,
CH001303,USR009077,2025-07-29,aggressive,569.0,100000,FLASH20
CH001316,USR009120,2025-07-29,low_cost_trial,39.0,10000,COMMUNITY5
CH001350,USR009301,2025-07-29,low_cost_trial,59.0,25000,WELCOME10
CH001387,USR009547,2025-07-29,aggressive,179.0,25000,
CH001399,USR009613,2025-07-29,swing,549.0,100000,
CH001408,USR009647,2025-07-29,low_cost_trial,39.0,10000,
CH001413,USR009683,2025-07-29,standard,149.0,25000,
CH001436,USR009853,2025-07-29,aggressive,179.0,25000,SPRING15
CH001243,USR008650,2025-07-30,aggressive,179.0,25000,WELCOME10
CH001306,USR009089,2025-07-30,aggressive,569.0,100000,AFFPARTNER
CH001336,USR009224,2025-07-30,aggressive,319.0,50000,
CH001337,USR009229,2025-07-30,swing,799.0,150000,
CH001386,USR009540,2025-07-30,low_cost_trial,39.0,10000,AFFPARTNER
CH001440,USR009865,2025-07-30,swing,299.0,50000,
CH001450,USR009945,2025-07-30,aggressive,319.0,50000,
CH000992,USR006697,2025-07-31,standard,149.0,25000,
CH001210,USR008375,2025-07-31,aggressive,179.0,25000,AFFPARTNER
CH001257,USR008734,2025-07-31,standard,279.0,50000,
CH001325,USR009152,2025-07-31,swing,549.0,100000,COMMUNITY5
CH001332,USR009202,2025-07-31,low_cost_trial,39.0,10000,FLASH20
CH001340,USR009249,2025-07-31,low_cost_trial,39.0,10000,WELCOME10
CH001410,USR009680,2025-07-31,low_cost_trial,59.0,25000,
CH001521,USR010397,2025-07-31,aggressive,319.0,50000,
CH001173,USR008113,2025-08-01,standard,149.0,25000,COMMUNITY5
CH001431,USR009837,2025-08-01,low_cost_trial,39.0,10000,
CH001454,USR009953,2025-08-01,swing,299.0,50000,
CH001466,USR010021,2025-08-01,low_cost_trial,39.0,10000,SPRING15
CH001483,USR010152,2025-08-01,swing,549.0,100000,
CH001486,USR010155,2025-08-01,standard,499.0,100000,
CH001507,USR010306,2025-08-01,aggressive,569.0,100000,
CH001321,USR009138,2025-08-02,low_cost_trial,39.0,10000,
CH001357,USR009331,2025-08-02,swing,549.0,100000,AFFPARTNER
CH001368,USR009417,2025-08-02,aggressive,569.0,100000,AFFPARTNER
CH001390,USR009551,2025-08-02,standard,149.0,25000,
CH001435,USR009851,2025-08-02,swing,299.0,50000,
CH001470,USR010048,2025-08-02,standard,279.0,50000,
CH001492,USR010196,2025-08-02,standard,149.0,25000,
CH000729,USR004820,2025-08-03,swing,799.0,150000,
CH001075,USR007284,2025-08-03,aggressive,179.0,25000,
CH001283,USR008903,2025-08-03,aggressive,179.0,25000,SPRING15
CH001290,USR008975,2025-08-03,standard,149.0,25000,
CH001378,USR009461,2025-08-03,standard,149.0,25000,SPRING15
CH001453,USR009947,2025-08-03,low_cost_trial,39.0,10000,
CH001461,USR009989,2025-08-03,swing,299.0,50000,
CH001490,USR010191,2025-08-03,standard,279.0,50000,
CH001255,USR008718,2025-08-04,standard,149.0,25000,COMMUNITY5
CH001375,USR009444,2025-08-04,swing,799.0,150000,
CH001376,USR009446,2025-08-04,swing,549.0,100000,WELCOME10
CH001437,USR009856,2025-08-04,standard,149.0,25000,
CH001487,USR010166,2025-08-04,low_cost_trial,59.0,25000,
CH001338,USR009237,2025-08-05,swing,299.0,50000,
CH001360,USR009340,2025-08-05,low_cost_trial,39.0,10000,
CH001393,USR009582,2025-08-05,aggressive,319.0,50000,COMMUNITY5
CH001400,USR009615,2025-08-05,standard,499.0,100000,AFFPARTNER
CH001419,USR009731,2025-08-05,low_cost_trial,39.0,10000,
CH001463,USR009998,2025-08-05,swing,549.0,100000,
CH001468,USR010026,2025-08-05,swing,299.0,50000,
CH001511,USR010327,2025-08-05,aggressive,569.0,100000,
CH001516,USR010348,2025-08-05,standard,149.0,25000,AFFPARTNER
CH001533,USR010534,2025-08-05,low_cost_trial,39.0,10000,
CH001359,USR009337,2025-08-06,aggressive,569.0,100000,
CH001395,USR009591,2025-08-06,low_cost_trial,39.0,10000,
CH001446,USR009923,2025-08-06,low_cost_trial,59.0,25000,WELCOME10
CH001471,USR010058,2025-08-06,standard,279.0,50000,
CH001493,USR010204,2025-08-06,aggressive,319.0,50000,SPRING15
CH001415,USR009712,2025-08-07,aggressive,179.0,25000,SPRING15
CH001494,USR010213,2025-08-07,low_cost_trial,59.0,25000,
CH001504,USR010289,2025-08-07,swing,799.0,150000,
CH001083,USR007364,2025-08-08,aggressive,179.0,25000,
CH001404,USR009623,2025-08-08,low_cost_trial,59.0,25000,AFFPARTNER
CH001409,USR009676,2025-08-08,aggressive,569.0,100000,SPRING15
CH001422,USR009744,2025-08-08,swing,299.0,50000,
CH001423,USR009747,2025-08-08,aggressive,319.0,50000,COMMUNITY5
CH001449,USR009942,2025-08-08,swing,549.0,100000,
CH001515,USR010340,2025-08-08,low_cost_trial,39.0,10000,
CH000742,USR004921,2025-08-09,standard,149.0,25000,SPRING15
CH001150,USR007964,2025-08-09,swing,799.0,150000,
CH001392,USR009571,2025-08-09,low_cost_trial,39.0,10000,SPRING15
CH001397,USR009601,2025-08-09,swing,799.0,150000,COMMUNITY5
CH001430,USR009829,2025-08-09,low_cost_trial,59.0,25000,WELCOME10
CH001457,USR009981,2025-08-09,low_cost_trial,59.0,25000,
CH001460,USR009985,2025-08-09,low_cost_trial,59.0,25000,
CH001464,USR010008,2025-08-09,aggressive,569.0,100000,
CH001525,USR010489,2025-08-09,standard,279.0,50000,
CH001534,USR010537,2025-08-09,low_cost_trial,39.0,10000,
CH001377,USR009458,2025-08-10,standard,149.0,25000,
CH001406,USR009641,2025-08-10,aggressive,179.0,25000,
CH001414,USR009687,2025-08-10,swing,299.0,50000,WELCOME10
CH001439,USR009858,2025-08-10,standard,499.0,100000,
CH001443,USR009903,2025-08-10,swing,799.0,150000,
CH001462,USR009991,2025-08-10,standard,279.0,50000,
CH001499,USR010233,2025-08-10,low_cost_trial,39.0,10000,FLASH20
CH001501,USR010238,2025-08-10,low_cost_trial,59.0,25000,
CH001520,USR010393,2025-08-10,low_cost_trial,39.0,10000,
CH001542,USR010586,2025-08-10,low_cost_trial,39.0,10000,
CH001412,USR009682,2025-08-11,standard,279.0,50000,
CH001428,USR009810,2025-08-11,low_cost_trial,39.0,10000,
CH001480,USR010143,2025-08-11,swing,799.0,150000,
CH001495,USR010227,2025-08-11,standard,279.0,50000,
CH001503,USR010271,2025-08-11,low_cost_trial,39.0,10000,
CH001510,USR010323,2025-08-11,swing,299.0,50000,AFFPARTNER
CH001524,USR010447,2025-08-11,swing,549.0,100000,
CH001432,USR009847,2025-08-12,aggressive,569.0,100000,
CH001433,USR009849,2025-08-12,low_cost_trial,39.0,10000,
CH001441,USR009875,2025-08-12,low_cost_trial,39.0,10000,
CH001442,USR009881,2025-08-12,low_cost_trial,39.0,10000,
CH001444,USR009913,2025-08-12,low_cost_trial,39.0,10000,SPRING15
CH001491,USR010192,2025-08-12,aggressive,569.0,100000,
CH001553,USR010629,2025-08-12,swing,549.0,100000,
CH001577,USR010785,2025-08-12,swing,549.0,100000,FLASH20
CH001262,USR008760,2025-08-13,standard,149.0,25000,
CH001420,USR009736,2025-08-13,swing,299.0,50000,
CH001467,USR010024,2025-08-13,standard,499.0,100000,
CH001482,USR010150,2025-08-13,low_cost_trial,59.0,25000,
CH001506,USR010298,2025-08-13,low_cost_trial,39.0,10000,WELCOME10
CH001472,USR010081,2025-08-14,standard,279.0,50000,
CH001477,USR010115,2025-08-14,low_cost_trial,39.0,10000,
CH001489,USR010187,2025-08-14,standard,149.0,25000,
CH001502,USR010256,2025-08-14,swing,799.0,150000,
CH001505,USR010292,2025-08-14,low_cost_trial,59.0,25000,
CH001523,USR010422,2025-08-14,standard,279.0,50000,
CH001550,USR010615,2025-08-14,low_cost_trial,39.0,10000,
CH001567,USR010715,2025-08-14,standard,149.0,25000,
CH001244,USR008650,2025-08-15,low_cost_trial,39.0,10000,
CH001455,USR009967,2025-08-15,swing,549.0,100000,
CH001478,USR010130,2025-08-15,swing,799.0,150000,
CH001508,USR010314,2025-08-15,low_cost_trial,39.0,10000,COMMUNITY5
CH001513,USR010329,2025-08-15,aggressive,319.0,50000,
CH001588,USR010874,2025-08-15,standard,499.0,100000,
CH001481,USR010146,2025-08-16,low_cost_trial,39.0,10000,FLASH20
CH001514,USR010332,2025-08-16,low_cost_trial,39.0,10000,SPRING15
CH001532,USR010530,2025-08-16,low_cost_trial,59.0,25000,
CH001545,USR010590,2025-08-16,aggressive,319.0,50000,FLASH20
CH001602,USR010965,2025-08-16,low_cost_trial,39.0,10000,
CH001475,USR010102,2025-08-17,standard,149.0,25000,WELCOME10
CH001591,USR010888,2025-08-17,aggressive,569.0,100000,WELCOME10
CH001616,USR011119,2025-08-17,aggressive,179.0,25000,
CH001264,USR008770,2025-08-18,aggressive,179.0,25000,
CH001324,USR009151,2025-08-18,low_cost_trial,39.0,10000,
CH001456,USR009978,2025-08-18,aggressive,319.0,50000,
CH001496,USR010229,2025-08-18,low_cost_trial,39.0,10000,COMMUNITY5
CH001576,USR010783,2025-08-18,standard,499.0,100000,
CH001580,USR010836,2025-08-18,aggressive,319.0,50000,
CH001587,USR010859,2025-08-18,low_cost_trial,39.0,10000,
CH001330,USR009189,2025-08-19,low_cost_trial,39.0,10000,
CH001474,USR010083,2025-08-19,standard,279.0,50000,
CH001554,USR010639,2025-08-19,standard,499.0,100000,
CH001564,USR010710,2025-08-19,aggressive,179.0,25000,WELCOME10
CH001488,USR010178,2025-08-20,aggressive,319.0,50000,
CH001512,USR010328,2025-08-20,aggressive,569.0,100000,WELCOME10
CH001518,USR010377,2025-08-20,standard,279.0,50000,
CH001522,USR010419,2025-08-20,standard,499.0,100000,
CH001561,USR010686,2025-08-20,swing,549.0,100000,
CH001562,USR010692,2025-08-20,aggressive,569.0,100000,
CH001597,USR010924,2025-08-20,swing,549.0,100000,SPRING15
CH001598,USR010935,2025-08-20,low_cost_trial,59.0,25000,COMMUNITY5
CH001615,USR011100,2025-08-20,aggressive,179.0,25000,
CH001509,USR010316,2025-08-21,low_cost_trial,39.0,10000,
CH001519,USR010389,2025-08-21,aggressive,179.0,25000,
CH001526,USR010503,2025-08-21,standard,499.0,100000,
CH001568,USR010718,2025-08-21,low_cost_trial,59.0,25000,
CH001586,USR010858,2025-08-21,low_cost_trial,59.0,25000,FLASH20
CH001590,USR010887,2025-08-21,low_cost_trial,39.0,10000,AFFPARTNER
CH001371,USR009425,2025-08-22,low_cost_trial,39.0,10000,
CH001538,USR010555,2025-08-22,swing,799.0,150000,
CH001555,USR010656,2025-08-22,swing,299.0,50000,
CH001571,USR010740,2025-08-22,standard,279.0,50000,
CH001275,USR008878,2025-08-23,low_cost_trial,39.0,10000,
CH001389,USR009549,2025-08-23,swing,799.0,150000,
CH001451,USR009945,2025-08-23,low_cost_trial,39.0,10000,
CH001476,USR010106,2025-08-23,swing,549.0,100000,
CH001566,USR010713,2025-08-23,standard,499.0,100000,
CH001221,USR008462,2025-08-24,standard,279.0,50000,FLASH20
CH001319,USR009124,2025-08-24,low_cost_trial,59.0,25000,
CH001535,USR010538,2025-08-24,aggressive,569.0,100000,AFFPARTNER
CH001556,USR010662,2025-08-24,swing,549.0,100000,
CH001579,USR010818,2025-08-24,low_cost_trial,39.0,10000,
CH001626,USR011164,2025-08-24,swing,299.0,50000,AFFPARTNER
CH001292,USR008984,2025-08-25,low_cost_trial,59.0,25000,COMMUNITY5
CH001497,USR010232,2025-08-25,aggressive,569.0,100000,
CH001530,USR010529,2025-08-25,low_cost_trial,59.0,25000,
CH001537,USR010551,2025-08-25,standard,499.0,100000,
CH001582,USR010844,2025-08-25,aggressive,179.0,25000,
CH001589,USR010884,2025-08-25,standard,149.0,25000,
CH001161,USR008040,2025-08-26,standard,499.0,100000,
CH001434,USR009849,2025-08-26,standard,149.0,25000,
CH001438,USR009856,2025-08-26,standard,279.0,50000,SPRING15
CH001517,USR010352,2025-08-26,aggressive,179.0,25000,
CH001540,USR010576,2025-08-26,aggressive,319.0,50000,
CH001581,USR010843,2025-08-26,aggressive,179.0,25000,SPRING15
CH001391,USR009551,2025-08-27,standard,279.0,50000,
CH001458,USR009981,2025-08-27,standard,149.0,25000,COMMUNITY5
CH001527,USR010528,2025-08-27,low_cost_trial,39.0,10000,
CH001552,USR010620,2025-08-27,swing,549.0,100000,AFFPARTNER
CH001560,USR010685,2025-08-27,aggressive,179.0,25000,
CH001646,USR011298,2025-08-27,swing,549.0,100000,
CH001543,USR010586,2025-08-28,standard,279.0,50000,
CH001548,USR010591,2025-08-28,standard,149.0,25000,SPRING15
CH001569,USR010730,2025-08-28,standard,279.0,50000,AFFPARTNER
CH001572,USR010770,2025-08-28,low_cost_trial,59.0,25000,
CH001606,USR011029,2025-08-28,aggressive,569.0,100000,AFFPARTNER
CH001599,USR010957,2025-08-29,low_cost_trial,39.0,10000,
CH001623,USR011161,2025-08-29,low_cost_trial,39.0,10000,AFFPARTNER
CH001628,USR011166,2025-08-29,low_cost_trial,39.0,10000,
CH001638,USR011235,2025-08-29,swing,549.0,100000,
CH001641,USR011287,2025-08-29,standard,499.0,100000,FLASH20
CH001676,USR011420,2025-08-29,standard,499.0,100000,COMMUNITY5
CH001563,USR010698,2025-08-30,low_cost_trial,39.0,10000,
CH001594,USR010907,2025-08-30,aggressive,569.0,100000,SPRING15
CH001604,USR011005,2025-08-30,aggressive,319.0,50000,
CH001614,USR011084,2025-08-30,low_cost_trial,39.0,10000,WELCOME10
CH001656,USR011340,2025-08-30,standard,149.0,25000,WELCOME10
CH001718,USR011673,2025-08-30,standard,499.0,100000,COMMUNITY5
CH001346,USR009282,2025-08-31,low_cost_trial,39.0,10000,
CH001549,USR010614,2025-08-31,swing,549.0,100000,FLASH20
CH001570,USR010734,2025-08-31,aggressive,319.0,50000,COMMUNITY5
CH001593,USR010902,2025-08-31,standard,149.0,25000,
CH001648,USR011318,2025-08-31,swing,549.0,100000,COMMUNITY5
CH001654,USR011333,2025-08-31,swing,299.0,50000,
CH001592,USR010897,2025-09-01,aggressive,569.0,100000,
CH001596,USR010919,2025-09-01,low_cost_trial,39.0,10000,
CH001621,USR011159,2025-09-01,swing,799.0,150000,
CH001677,USR011421,2025-09-01,swing,299.0,50000,
CH001341,USR009249,2025-09-02,standard,149.0,25000,
CH001557,USR010676,2025-09-02,standard,279.0,50000,WELCOME10
CH001595,USR010913,2025-09-02,low_cost_trial,39.0,10000,
CH001608,USR011034,2025-09-02,swing,549.0,100000,
CH001643,USR011292,2025-09-02,standard,279.0,50000,WELCOME10
CH001651,USR011322,2025-09-02,aggressive,319.0,50000,SPRING15
CH001662,USR011353,2025-09-02,standard,279.0,50000,
CH001671,USR011397,2025-09-02,aggressive,569.0,100000,
CH001700,USR011546,2025-09-02,standard,499.0,100000,FLASH20
CH001631,USR011194,2025-09-03,standard,149.0,25000,SPRING15
CH001698,USR011539,2025-09-03,aggressive,319.0,50000,
CH001351,USR009301,2025-09-04,aggressive,179.0,25000,FLASH20
CH001578,USR010816,2025-09-04,standard,279.0,50000,
CH001583,USR010847,2025-09-04,swing,549.0,100000,AFFPARTNER
CH001603,USR010995,2025-09-04,aggressive,569.0,100000,
CH001618,USR011122,2025-09-04,standard,499.0,100000,SPRING15
CH001658,USR011344,2025-09-04,standard,279.0,50000,
CH001666,USR011371,2025-09-04,swing,549.0,100000,AFFPARTNER
CH001675,USR011416,2025-09-04,swing,299.0,50000,
CH001680,USR011431,2025-09-04,swing,549.0,100000,COMMUNITY5
CH001701,USR011550,2025-09-04,aggressive,319.0,50000,
CH001720,USR011689,2025-09-04,aggressive,319.0,50000,WELCOME10
CH001728,USR011716,2025-09-04,aggressive,179.0,25000,SPRING15
CH001546,USR010590,2025-09-05,swing,299.0,50000,
CH001630,USR011167,2025-09-05,aggressive,569.0,100000,WELCOME10
CH001640,USR011253,2025-09-05,swing,299.0,50000,AFFPARTNER
CH001647,USR011301,2025-09-05,aggressive,569.0,100000,
CH001665,USR011363,2025-09-05,standard,149.0,25000,AFFPARTNER
CH001669,USR011389,2025-09-05,swing,799.0,150000,
CH001686,USR011466,2025-09-05,low_cost_trial,39.0,10000,
CH001688,USR011484,2025-09-05,swing,299.0,50000,AFFPARTNER
CH001708,USR011583,2025-09-05,standard,279.0,50000,
CH001452,USR009945,2025-09-06,low_cost_trial,39.0,10000,
CH001574,USR010773,2025-09-06,swing,549.0,100000,COMMUNITY5
CH001585,USR010857,2025-09-06,swing,799.0,150000,
CH001609,USR011044,2025-09-06,swing,799.0,150000,AFFPARTNER
CH001611,USR011080,2025-09-06,aggressive,179.0,25000,
CH001639,USR011241,2025-09-06,standard,279.0,50000,COMMUNITY5
CH001661,USR011349,2025-09-06,aggressive,319.0,50000,COMMUNITY5
CH001667,USR011372,2025-09-06,standard,149.0,25000,
CH001693,USR011514,2025-09-06,swing,799.0,150000,
CH001740,USR011790,2025-09-06,aggressive,569.0,100000,COMMUNITY5
CH001600,USR010958,2025-09-07,low_cost_trial,39.0,10000,WELCOME10
CH001719,USR011688,2025-09-07,standard,279.0,50000,
CH001737,USR011758,2025-09-07,aggressive,569.0,100000,COMMUNITY5
CH001610,USR011070,2025-09-08,low_cost_trial,39.0,10000,SPRING15
CH001664,USR011358,2025-09-08,low_cost_trial,39.0,10000,COMMUNITY5
CH001694,USR011516,2025-09-08,standard,499.0,100000,
CH001617,USR011121,2025-09-09,low_cost_trial,39.0,10000,
CH001633,USR011210,2025-09-09,swing,799.0,150000,
CH001722,USR011691,2025-09-09,aggressive,179.0,25000,
CH001757,USR011939,2025-09-09,standard,279.0,50000,WELCOME10
CH001314,USR009108,2025-09-10,aggressive,319.0,50000,COMMUNITY5
CH001372,USR009425,2025-09-10,standard,279.0,50000,FLASH20
CH001445,USR009913,2025-09-10,swing,549.0,100000,SPRING15
CH001448,USR009932,2025-09-10,aggressive,319.0,50000,AFFPARTNER
CH001465,USR010008,2025-09-10,standard,149.0,25000,
CH001500,USR010233,2025-09-10,low_cost_trial,39.0,10000,
CH001605,USR011010,2025-09-10,standard,149.0,25000,COMMUNITY5
CH001612,USR011083,2025-09-10,aggressive,319.0,50000,
CH001636,USR011225,2025-09-10,aggressive,179.0,25000,
CH001682,USR011450,2025-09-10,low_cost_trial,39.0,10000,FLASH20
CH001683,USR011454,2025-09-10,standard,149.0,25000,WELCOME10
CH001711,USR011628,2025-09-10,aggressive,319.0,50000,WELCOME10
CH001723,USR011693,2025-09-10,standard,149.0,25000,
CH001767,USR012044,2025-09-10,swing,549.0,100000,
CH001584,USR010854,2025-09-11,low_cost_trial,39.0,10000,COMMUNITY5
CH001620,USR011125,2025-09-11,swing,549.0,100000,
CH001635,USR011214,2025-09-11,low_cost_trial,59.0,25000,SPRING15
CH001678,USR011424,2025-09-11,low_cost_trial,39.0,10000,AFFPARTNER
CH001753,USR011902,2025-09-11,low_cost_trial,59.0,25000,
CH001687,USR011478,2025-09-12,standard,499.0,100000,COMMUNITY5
CH001770,USR012048,2025-09-12,aggressive,569.0,100000,
CH001775,USR012073,2025-09-12,low_cost_trial,59.0,25000,FLASH20
CH001637,USR011230,2025-09-13,standard,149.0,25000,COMMUNITY5
CH001642,USR011290,2025-09-13,standard,149.0,25000,
CH001695,USR011522,2025-09-13,standard,279.0,50000,COMMUNITY5
CH001758,USR011940,2025-09-13,aggressive,319.0,50000,
CH001762,USR011991,2025-09-13,standard,279.0,50000,FLASH20
CH001803,USR012261,2025-09-13,standard,279.0,50000,
CH001484,USR010152,2025-09-14,aggressive,179.0,25000,
CH001713,USR011644,2025-09-14,aggressive,179.0,25000,SPRING15
CH001725,USR011698,2025-09-14,standard,279.0,50000,COMMUNITY5
CH001807,USR012268,2025-09-14,swing,549.0,100000,
CH001401,USR009615,2025-09-15,aggressive,569.0,100000,
CH001668,USR011381,2025-09-15,low_cost_trial,39.0,10000,
CH001679,USR011428,2025-09-15,standard,149.0,25000,SPRING15
CH001697,USR011538,2025-09-15,standard,279.0,50000,COMMUNITY5
CH001706,USR011569,2025-09-15,low_cost_trial,39.0,10000,SPRING15
CH001712,USR011637,2025-09-15,swing,549.0,100000,
CH001717,USR011657,2025-09-15,swing,549.0,100000,
CH001733,USR011733,2025-09-15,low_cost_trial,39.0,10000,
CH001756,USR011935,2025-09-15,aggressive,569.0,100000,WELCOME10
CH001810,USR012301,2025-09-15,low_cost_trial,39.0,10000,AFFPARTNER
CH001416,USR009712,2025-09-16,swing,799.0,150000,
CH001607,USR011029,2025-09-16,standard,149.0,25000,
CH001684,USR011457,2025-09-16,standard,279.0,50000,
CH001689,USR011487,2025-09-16,low_cost_trial,39.0,10000,
CH001735,USR011750,2025-09-16,low_cost_trial,59.0,25000,
CH001749,USR011875,2025-09-16,standard,499.0,100000,
CH001754,USR011915,2025-09-16,standard,499.0,100000,
CH001786,USR012158,2025-09-16,standard,279.0,50000,
CH001796,USR012222,2025-09-16,standard,279.0,50000,FLASH20
CH001536,USR010538,2025-09-17,low_cost_trial,39.0,10000,
CH001650,USR011320,2025-09-17,standard,279.0,50000,
CH001653,USR011324,2025-09-17,aggressive,179.0,25000,
CH001690,USR011497,2025-09-17,aggressive,179.0,25000,AFFPARTNER
CH001707,USR011580,2025-09-17,low_cost_trial,39.0,10000,AFFPARTNER
CH001748,USR011863,2025-09-17,swing,799.0,150000,
CH001761,USR011985,2025-09-17,swing,549.0,100000,
CH001779,USR012102,2025-09-17,standard,279.0,50000,
CH001806,USR012266,2025-09-17,aggressive,179.0,25000,
CH001820,USR012364,2025-09-17,standard,279.0,50000,WELCOME10
CH001124,USR007709,2025-09-18,standard,499.0,100000,
CH001551,USR010615,2025-09-18,low_cost_trial,39.0,10000,SPRING15
CH001645,USR011293,2025-09-18,swing,549.0,100000,
CH001673,USR011398,2025-09-18,low_cost_trial,59.0,25000,SPRING15
CH001681,USR011449,2025-09-18,low_cost_trial,59.0,25000,
CH001685,USR011465,2025-09-18,aggressive,569.0,100000,COMMUNITY5
CH001705,USR011555,2025-09-18,swing,799.0,150000,COMMUNITY5
CH001716,USR011656,2025-09-18,low_cost_trial,39.0,10000,
CH001721,USR011690,2025-09-18,standard,149.0,25000,
CH001771,USR012050,2025-09-18,standard,279.0,50000,FLASH20
CH001802,USR012251,2025-09-18,standard,149.0,25000,
CH001839,USR012471,2025-09-18,swing,549.0,100000,COMMUNITY5
CH001405,USR009623,2025-09-19,low_cost_trial,39.0,10000,AFFPARTNER
CH001674,USR011408,2025-09-19,low_cost_trial,59.0,25000,
CH001691,USR011503,2025-09-19,swing,549.0,100000,
CH001709,USR011587,2025-09-19,standard,279.0,50000,
CH001743,USR011818,2025-09-19,standard,279.0,50000,
CH001777,USR012093,2025-09-19,swing,799.0,150000,AFFPARTNER
CH001670,USR011394,2025-09-20,standard,149.0,25000,COMMUNITY5
CH001710,USR011623,2025-09-20,standard,279.0,50000,
CH001791,USR012190,2025-09-20,low_cost_trial,39.0,10000,
CH001798,USR012226,2025-09-20,swing,299.0,50000,AFFPARTNER
CH001692,USR011511,2025-09-21,aggressive,569.0,100000,
CH001727,USR011713,2025-09-21,aggressive,569.0,100000,AFFPARTNER
CH001731,USR011724,2025-09-21,swing,549.0,100000,
CH001829,USR012410,2025-09-21,standard,149.0,25000,COMMUNITY5
CH001696,USR011524,2025-09-22,low_cost_trial,39.0,10000,
CH001747,USR011861,2025-09-22,swing,299.0,50000,
CH001750,USR011882,2025-09-22,aggressive,569.0,100000,
CH001768,USR012047,2025-09-22,swing,549.0,100000,
CH001781,USR012110,2025-09-22,low_cost_trial,39.0,10000,
CH001459,USR009981,2025-09-23,standard,149.0,25000,
CH001531,USR010529,2025-09-23,standard,279.0,50000,AFFPARTNER
CH001751,USR011896,2025-09-23,low_cost_trial,59.0,25000,FLASH20
CH001765,USR012035,2025-09-23,standard,499.0,100000,WELCOME10
CH001799,USR012234,2025-09-23,aggressive,569.0,100000,AFFPARTNER
CH001801,USR012245,2025-09-23,low_cost_trial,39.0,10000,
CH001831,USR012416,2025-09-23,swing,549.0,100000,
CH001347,USR009282,2025-09-24,aggressive,569.0,100000,
CH001624,USR011161,2025-09-24,standard,499.0,100000,
CH001703,USR011553,2025-09-24,aggressive,319.0,50000,WELCOME10
CH001726,USR011704,2025-09-24,aggressive,179.0,25000,COMMUNITY5
CH001744,USR011837,2025-09-24,aggressive,569.0,100000,
CH001782,USR012121,2025-09-24,standard,149.0,25000,
CH001800,USR012236,2025-09-24,standard,499.0,100000,
CH001809,USR012299,2025-09-24,standard,279.0,50000,AFFPARTNER
CH001818,USR012351,2025-09-24,standard,499.0,100000,AFFPARTNER
CH001826,USR012391,2025-09-24,standard,279.0,50000,
CH001832,USR012420,2025-09-24,standard,279.0,50000,
