user_id,registration_date,country,acquisition_channel,device_type,platform_language,age_bucket,prior_trading_experience
USR012386,2025-09-10,South Africa,paid_social,desktop,English,25-34,beginner
USR012387,2025-09-10,Brazil,affiliates,mobile,Portuguese,45-54,none
USR012388,2025-09-10,United States,influencers,mobile,English,18-24,none
USR012389,2025-09-10,United States,community,mobile,English,25-34,advanced
USR012390,2025-09-10,United States,organic,mobile,English,25-34,advanced
USR012391,2025-09-10,United States,direct,mobile,English,45-54,advanced
USR012392,2025-09-10,Netherlands,direct,mobile,English,35-44,advanced
USR012393,2025-09-10,India,affiliates,mobile,Hindi,25-34,intermediate
USR012394,2025-09-10,United Kingdom,paid_social,desktop,English,25-34,beginner
USR012395,2025-09-10,United States,paid_social,mobile,English,35-44,beginner
USR012396,2025-09-10,Philippines,organic,mobile,English,25-34,intermediate
USR012397,2025-09-10,Netherlands,organic,mobile,Dutch,25-34,beginner
USR012398,2025-09-10,United States,affiliates,desktop,English,45-54,intermediate
USR012399,2025-09-10,Poland,affiliates,desktop,Polish,35-44,beginner
USR012400,2025-09-10,Brazil,organic,desktop,English,45-54,intermediate
USR012401,2025-09-10,Pakistan,influencers,mobile,Urdu,18-24,beginner
USR012402,2025-09-10,United States,organic,mobile,English,35-44,none
USR012403,2025-09-10,Poland,direct,mobile,English,35-44,intermediate
USR012404,2025-09-10,United Kingdom,organic,desktop,English,35-44,advanced
USR012405,2025-09-10,United States,community,mobile,English,35-44,beginner
USR012406,2025-09-10,United Kingdom,community,desktop,English,35-44,none
USR012407,2025-09-10,Spain,paid_social,mobile,Spanish,25-34,none
USR012408,2025-09-10,United Kingdom,influencers,mobile,English,25-34,beginner
USR012409,2025-09-10,Germany,organic,desktop,German,25-34,advanced
USR012410,2025-09-10,Spain,direct,desktop,Spanish,45-54,intermediate
USR012411,2025-09-10,Turkey,community,mobile,Turkish,55+,advanced
USR012412,2025-09-10,India,affiliates,desktop,Hindi,25-34,beginner
USR012413,2025-09-10,United States,direct,desktop,Spanish,35-44,intermediate
USR012414,2025-09-10,India,affiliates,desktop,English,35-44,beginner
USR012415,2025-09-10,United States,paid_social,mobile,English,35-44,intermediate
USR012416,2025-09-10,Nigeria,organic,mobile,English,25-34,intermediate
USR012417,2025-09-10,India,paid_social,mobile,Hindi,18-24,none
USR012418,2025-09-10,United States,direct,mobile,English,18-24,beginner
USR012419,2025-09-10,France,paid_social,desktop,French,25-34,beginner
USR012420,2025-09-10,India,organic,mobile,Hindi,45-54,beginner
USR012421,2025-09-10,Nigeria,direct,desktop,English,55+,none
USR012422,2025-09-10,Pakistan,paid_social,mobile,English,25-34,none
USR012423,2025-09-10,Philippines,affiliates,desktop,Tagalog,45-54,advanced
USR012424,2025-09-10,Netherlands,paid_social,desktop,English,18-24,none
USR012425,2025-09-10,United States,paid_social,mobile,Spanish,25-34,beginner
USR012426,2025-09-10,France,paid_social,mobile,French,25-34,beginner
USR012427,2025-09-10,France,community,desktop,French,55+,intermediate
USR012428,2025-09-11,United States,paid_social,desktop,English,25-34,beginner
USR012429,2025-09-11,Brazil,community,desktop,Portuguese,35-44,advanced
USR012430,2025-09-11,Germany,organic,mobile,German,25-34,beginner
USR012431,2025-09-11,United States,organic,mobile,English,35-44,none
USR012432,2025-09-11,Brazil,affiliates,desktop,Portuguese,35-44,none
USR012433,2025-09-11,United Kingdom,direct,mobile,English,25-34,advanced
USR012434,2025-09-11,Netherlands,affiliates,desktop,Dutch,35-44,beginner
USR012435,2025-09-11,United Kingdom,organic,mobile,English,25-34,advanced
USR012436,2025-09-11,United States,community,desktop,English,18-24,intermediate
USR012437,2025-09-11,United States,influencers,mobile,English,35-44,beginner
USR012438,2025-09-11,Poland,direct,desktop,Polish,55+,beginner
USR012439,2025-09-11,Pakistan,influencers,mobile,English,18-24,none
USR012440,2025-09-11,Philippines,paid_social,desktop,English,45-54,beginner
USR012441,2025-09-11,France,affiliates,mobile,French,45-54,beginner
USR012442,2025-09-11,South Africa,paid_social,desktop,English,18-24,none
USR012443,2025-09-11,United States,affiliates,mobile,English,25-34,beginner
USR012444,2025-09-11,Nigeria,paid_social,desktop,Arabic,25-34,none
USR012445,2025-09-11,South Africa,organic,desktop,English,18-24,beginner
USR012446,2025-09-11,Mexico,influencers,mobile,Spanish,25-34,intermediate
USR012447,2025-09-11,South Africa,paid_social,mobile,English,45-54,none
USR012448,2025-09-11,Brazil,organic,tablet,Portuguese,35-44,intermediate
USR012449,2025-09-11,United States,paid_social,desktop,English,18-24,none
USR012450,2025-09-11,Poland,affiliates,mobile,English,18-24,intermediate
USR012451,2025-09-11,Poland,organic,desktop,Polish,18-24,advanced
USR012452,2025-09-11,United States,paid_social,mobile,English,45-54,none
USR012453,2025-09-11,United Kingdom,paid_social,mobile,English,35-44,advanced
USR012454,2025-09-11,Canada,influencers,desktop,English,18-24,beginner
USR012455,2025-09-11,Brazil,direct,desktop,Portuguese,25-34,intermediate
USR012456,2025-09-11,Germany,community,tablet,German,25-34,beginner
USR012457,2025-09-11,Turkey,influencers,mobile,Turkish,45-54,beginner
USR012458,2025-09-11,United Arab Emirates,organic,tablet,Arabic,35-44,none
USR012459,2025-09-11,United Arab Emirates,influencers,mobile,Arabic,35-44,beginner
USR012460,2025-09-11,France,affiliates,mobile,French,35-44,beginner
USR012461,2025-09-11,Poland,influencers,mobile,Polish,45-54,intermediate
USR012462,2025-09-11,United Kingdom,direct,desktop,English,25-34,intermediate
USR012463,2025-09-11,Brazil,affiliates,mobile,Portuguese,25-34,intermediate
USR012464,2025-09-11,Brazil,affiliates,mobile,Portuguese,25-34,beginner
USR012465,2025-09-11,United Kingdom,paid_social,mobile,English,18-24,beginner
USR012466,2025-09-11,United Kingdom,influencers,desktop,English,35-44,intermediate
USR012467,2025-09-11,United Arab Emirates,influencers,mobile,English,25-34,beginner
USR012468,2025-09-11,United Kingdom,affiliates,mobile,English,18-24,beginner
USR012469,2025-09-11,India,community,mobile,English,55+,intermediate
USR012470,2025-09-11,India,paid_social,desktop,English,18-24,none
USR012471,2025-09-11,United States,paid_social,desktop,English,25-34,advanced
USR012472,2025-09-11,Nigeria,community,desktop,English,45-54,beginner
USR012473,2025-09-11,Spain,direct,desktop,Spanish,35-44,intermediate
USR012474,2025-09-11,United Arab Emirates,paid_social,mobile,English,18-24,beginner
USR012475,2025-09-11,Poland,affiliates,mobile,Polish,45-54,none
USR012476,2025-09-12,United States,affiliates,desktop,English,25-34,advanced
USR012477,2025-09-12,Nigeria,organic,desktop,English,25-34,beginner
USR012478,2025-09-12,United States,direct,desktop,English,25-34,intermediate
USR012479,2025-09-12,United States,affiliates,desktop,English,35-44,advanced
USR012480,2025-09-12,Poland,direct,tablet,English,18-24,advanced
USR012481,2025-09-12,United Arab Emirates,paid_social,desktop,Arabic,18-24,none
USR012482,2025-09-12,Germany,influencers,mobile,English,18-24,intermediate
USR012483,2025-09-12,Spain,organic,mobile,English,35-44,none
USR012484,2025-09-12,Brazil,paid_social,mobile,Portuguese,25-34,beginner
USR012485,2025-09-12,Brazil,organic,desktop,Portuguese,18-24,beginner
USR012486,2025-09-12,United Kingdom,paid_social,mobile,English,45-54,beginner
USR012487,2025-09-12,United Kingdom,organic,mobile,English,25-34,intermediate
USR012488,2025-09-12,Pakistan,organic,desktop,English,18-24,none
USR012489,2025-09-12,South Africa,direct,desktop,English,18-24,beginner
USR012490,2025-09-12,India,paid_social,mobile,English,35-44,none
USR012491,2025-09-12,Germany,paid_social,desktop,German,35-44,beginner
USR012492,2025-09-12,Poland,paid_social,mobile,Polish,35-44,intermediate
USR012493,2025-09-12,Brazil,affiliates,mobile,Portuguese,18-24,none
USR012494,2025-09-12,Poland,paid_social,mobile,Polish,25-34,beginner
USR012495,2025-09-12,Turkey,paid_social,mobile,Turkish,25-34,beginner
USR012496,2025-09-12,South Africa,affiliates,desktop,English,25-34,beginner
USR012497,2025-09-12,United States,paid_social,tablet,English,25-34,none
USR012498,2025-09-12,Mexico,organic,mobile,Spanish,45-54,beginner
USR012499,2025-09-12,Brazil,affiliates,desktop,Portuguese,45-54,advanced
USR012500,2025-09-12,Mexico,affiliates,desktop,Spanish,18-24,intermediate
USR012501,2025-09-12,Nigeria,affiliates,desktop,English,45-54,beginner
USR012502,2025-09-12,United States,influencers,desktop,English,25-34,none
USR012503,2025-09-12,India,organic,desktop,English,35-44,beginner
USR012504,2025-09-12,Canada,direct,mobile,French,45-54,advanced
USR012505,2025-09-12,India,affiliates,mobile,English,25-34,none
USR012506,2025-09-12,Poland,community,desktop,Polish,25-34,intermediate
USR012507,2025-09-12,India,affiliates,desktop,Hindi,35-44,none
USR012508,2025-09-12,United States,direct,desktop,English,18-24,intermediate
USR012509,2025-09-12,United States,influencers,mobile,English,35-44,beginner
USR012510,2025-09-12,Canada,community,desktop,English,25-34,none
USR012511,2025-09-12,Germany,community,tablet,German,45-54,none
USR012512,2025-09-12,United States,paid_social,tablet,English,25-34,beginner
USR012513,2025-09-12,Pakistan,direct,desktop,English,45-54,beginner
USR012514,2025-09-12,United States,organic,mobile,English,35-44,advanced
USR012515,2025-09-12,South Africa,community,mobile,Arabic,18-24,beginner
USR012516,2025-09-12,Canada,community,desktop,English,25-34,none
USR012517,2025-09-12,United States,direct,desktop,English,35-44,intermediate
USR012518,2025-09-12,Netherlands,organic,desktop,Dutch,35-44,intermediate
USR012519,2025-09-12,United Arab Emirates,organic,desktop,English,18-24,advanced
USR012520,2025-09-12,Brazil,influencers,mobile,Portuguese,35-44,beginner
USR012521,2025-09-12,United States,influencers,desktop,English,25-34,none
USR012522,2025-09-12,India,community,mobile,English,25-34,advanced
USR012523,2025-09-12,Germany,affiliates,mobile,German,18-24,beginner
USR012524,2025-09-12,Philippines,paid_social,desktop,English,35-44,advanced
USR012525,2025-09-12,United Kingdom,affiliates,desktop,English,25-34,intermediate
USR012526,2025-09-12,Pakistan,direct,desktop,English,25-34,advanced
USR012527,2025-09-12,United States,direct,mobile,English,25-34,advanced
USR012528,2025-09-12,Netherlands,community,tablet,Dutch,25-34,advanced
USR012529,2025-09-12,India,affiliates,desktop,Hindi,25-34,beginner
USR012530,2025-09-12,United States,affiliates,mobile,English,25-34,beginner
USR012531,2025-09-12,United Kingdom,affiliates,mobile,English,35-44,beginner
USR012532,2025-09-12,United States,influencers,mobile,English,25-34,beginner
USR012533,2025-09-12,Turkey,paid_social,mobile,Turkish,18-24,intermediate
USR012534,2025-09-12,Philippines,direct,mobile,Tagalog,35-44,beginner
USR012535,2025-09-12,Philippines,paid_social,mobile,English,35-44,intermediate
USR012536,2025-09-12,United Arab Emirates,organic,mobile,English,18-24,intermediate
USR012537,2025-09-13,United Kingdom,paid_social,desktop,English,18-24,advanced
USR012538,2025-09-13,Nigeria,direct,mobile,English,35-44,advanced
USR012539,2025-09-13,Brazil,organic,desktop,Portuguese,35-44,beginner
USR012540,2025-09-13,Brazil,direct,mobile,Portuguese,25-34,advanced
USR012541,2025-09-13,South Africa,paid_social,desktop,Arabic,35-44,intermediate
USR012542,2025-09-13,France,affiliates,desktop,French,35-44,beginner
USR012543,2025-09-13,Brazil,affiliates,desktop,Portuguese,25-34,none
USR012544,2025-09-13,United Arab Emirates,influencers,mobile,English,18-24,advanced
USR012545,2025-09-13,Nigeria,organic,mobile,English,25-34,none
USR012546,2025-09-13,India,affiliates,desktop,Hindi,25-34,intermediate
USR012547,2025-09-13,Canada,influencers,mobile,English,25-34,beginner
USR012548,2025-09-13,Poland,affiliates,desktop,English,35-44,none
USR012549,2025-09-13,United Arab Emirates,affiliates,desktop,English,25-34,beginner
USR012550,2025-09-13,France,direct,desktop,French,35-44,advanced
USR012551,2025-09-13,Brazil,affiliates,mobile,Portuguese,25-34,beginner
USR012552,2025-09-13,Mexico,paid_social,mobile,English,35-44,intermediate
USR012553,2025-09-13,Netherlands,affiliates,mobile,Dutch,35-44,beginner
USR012554,2025-09-13,Germany,direct,desktop,English,25-34,advanced
USR012555,2025-09-13,Brazil,direct,mobile,Portuguese,45-54,beginner
USR012556,2025-09-13,United Kingdom,direct,desktop,English,55+,advanced
USR012557,2025-09-13,Pakistan,organic,desktop,Urdu,18-24,intermediate
USR012558,2025-09-13,Brazil,paid_social,mobile,Portuguese,18-24,intermediate
USR012559,2025-09-13,United States,community,mobile,English,35-44,beginner
USR012560,2025-09-13,United Kingdom,affiliates,mobile,English,45-54,beginner
USR012561,2025-09-13,Germany,influencers,mobile,German,18-24,intermediate
USR012562,2025-09-13,South Africa,community,tablet,English,35-44,beginner
USR012563,2025-09-13,United Kingdom,direct,desktop,English,45-54,advanced
USR012564,2025-09-13,France,organic,mobile,French,35-44,beginner
USR012565,2025-09-13,United Kingdom,affiliates,desktop,English,25-34,none
USR012566,2025-09-13,Nigeria,paid_social,mobile,English,25-34,none
USR012567,2025-09-13,India,organic,mobile,English,18-24,advanced
USR012568,2025-09-13,Turkey,organic,desktop,Turkish,35-44,beginner
USR012569,2025-09-13,France,community,desktop,French,35-44,beginner
USR012570,2025-09-13,Nigeria,community,desktop,English,25-34,advanced
USR012571,2025-09-13,Mexico,paid_social,tablet,English,25-34,beginner
USR012572,2025-09-13,Netherlands,community,desktop,English,18-24,intermediate
USR012573,2025-09-13,India,paid_social,desktop,English,55+,intermediate
USR012574,2025-09-13,Germany,influencers,tablet,German,18-24,none
USR012575,2025-09-13,Canada,direct,desktop,English,55+,advanced
USR012576,2025-09-13,Brazil,direct,desktop,English,25-34,beginner
USR012577,2025-09-13,Nigeria,organic,desktop,English,25-34,beginner
USR012578,2025-09-13,Canada,paid_social,desktop,English,18-24,none
USR012579,2025-09-13,Pakistan,community,mobile,English,25-34,intermediate
USR012580,2025-09-13,Brazil,direct,mobile,Portuguese,55+,beginner
USR012581,2025-09-13,Canada,community,desktop,English,25-34,intermediate
USR012582,2025-09-13,United States,community,mobile,English,25-34,none
USR012583,2025-09-13,Canada,paid_social,mobile,French,18-24,beginner
USR012584,2025-09-13,Spain,paid_social,mobile,Spanish,25-34,none
USR012585,2025-09-13,Poland,paid_social,desktop,English,35-44,none
USR012586,2025-09-13,United States,direct,desktop,English,35-44,advanced
USR012587,2025-09-13,South Africa,influencers,mobile,English,25-34,advanced
USR012588,2025-09-13,United Kingdom,community,desktop,English,18-24,intermediate
USR012589,2025-09-14,South Africa,affiliates,mobile,French,18-24,none
USR012590,2025-09-14,United Arab Emirates,influencers,mobile,Arabic,18-24,none
USR012591,2025-09-14,Brazil,affiliates,desktop,Portuguese,45-54,intermediate
USR012592,2025-09-14,United States,influencers,mobile,English,45-54,intermediate
USR012593,2025-09-14,Canada,affiliates,mobile,English,35-44,beginner
USR012594,2025-09-14,United Kingdom,affiliates,mobile,English,18-24,none
USR012595,2025-09-14,Mexico,paid_social,mobile,Spanish,18-24,beginner
USR012596,2025-09-14,United States,influencers,mobile,English,25-34,none
USR012597,2025-09-14,United States,influencers,mobile,English,25-34,advanced
USR012598,2025-09-14,Philippines,influencers,desktop,English,25-34,beginner
USR012599,2025-09-14,Germany,influencers,desktop,German,35-44,none
USR012600,2025-09-14,Mexico,community,desktop,Spanish,45-54,none
USR012601,2025-09-14,United States,organic,desktop,English,18-24,advanced
USR012602,2025-09-14,United States,affiliates,mobile,English,25-34,beginner
USR012603,2025-09-14,Brazil,organic,mobile,Portuguese,18-24,beginner
USR012604,2025-09-14,Poland,direct,desktop,Polish,25-34,intermediate
USR012605,2025-09-14,Canada,influencers,mobile,English,25-34,beginner
USR012606,2025-09-14,Pakistan,influencers,desktop,Urdu,18-24,beginner
USR012607,2025-09-14,United States,community,mobile,English,45-54,intermediate
USR012608,2025-09-14,United Kingdom,organic,desktop,English,25-34,intermediate
USR012609,2025-09-14,France,community,desktop,French,45-54,intermediate
USR012610,2025-09-14,Netherlands,community,desktop,Dutch,25-34,advanced
USR012611,2025-09-14,United Kingdom,community,mobile,English,35-44,advanced
USR012612,2025-09-14,India,direct,desktop,Hindi,35-44,beginner
USR012613,2025-09-14,Canada,direct,desktop,English,45-54,intermediate
USR012614,2025-09-14,South Africa,paid_social,mobile,Arabic,25-34,beginner
USR012615,2025-09-14,United States,paid_social,mobile,English,18-24,advanced
USR012616,2025-09-14,Canada,organic,mobile,English,35-44,intermediate
USR012617,2025-09-14,United Kingdom,paid_social,desktop,English,18-24,advanced
USR012618,2025-09-14,Netherlands,organic,mobile,Dutch,25-34,none
USR012619,2025-09-14,India,affiliates,mobile,Hindi,55+,intermediate
USR012620,2025-09-14,India,affiliates,tablet,English,18-24,none
USR012621,2025-09-14,United States,affiliates,desktop,English,25-34,intermediate
USR012622,2025-09-14,United Kingdom,organic,mobile,English,18-24,intermediate
USR012623,2025-09-14,Canada,paid_social,mobile,English,25-34,intermediate
USR012624,2025-09-14,Philippines,influencers,mobile,English,35-44,intermediate
USR012625,2025-09-14,Canada,paid_social,desktop,French,55+,intermediate
USR012626,2025-09-14,United Kingdom,organic,desktop,English,25-34,advanced
USR012627,2025-09-14,Nigeria,direct,desktop,Arabic,45-54,advanced
USR012628,2025-09-14,Canada,direct,desktop,English,35-44,none
USR012629,2025-09-14,Nigeria,affiliates,mobile,English,35-44,beginner
USR012630,2025-09-14,India,paid_social,mobile,Hindi,25-34,intermediate
USR012631,2025-09-14,Turkey,affiliates,mobile,Turkish,35-44,beginner
USR012632,2025-09-14,South Africa,organic,mobile,Arabic,25-34,intermediate
USR012633,2025-09-14,India,paid_social,desktop,English,45-54,intermediate
USR012634,2025-09-14,Brazil,paid_social,desktop,Portuguese,18-24,advanced
USR012635,2025-09-14,United Kingdom,influencers,mobile,English,18-24,intermediate
USR012636,2025-09-14,Mexico,organic,mobile,Spanish,35-44,advanced
USR012637,2025-09-14,India,community,desktop,Hindi,25-34,advanced
USR012638,2025-09-14,Nigeria,organic,desktop,English,35-44,intermediate
USR012639,2025-09-14,United States,paid_social,mobile,English,18-24,none
USR012640,2025-09-14,Mexico,affiliates,mobile,Spanish,25-34,intermediate
USR012641,2025-09-14,United States,affiliates,mobile,English,18-24,beginner
USR012642,2025-09-14,Mexico,community,mobile,Spanish,35-44,none
USR012643,2025-09-14,Turkey,influencers,mobile,English,25-34,none
USR012644,2025-09-14,United States,community,desktop,English,55+,intermediate
USR012645,2025-09-14,Canada,community,mobile,French,25-34,beginner
USR012646,2025-09-14,Turkey,influencers,desktop,English,25-34,advanced
USR012647,2025-09-14,Pakistan,influencers,mobile,English,25-34,intermediate
USR012648,2025-09-15,United States,influencers,mobile,English,18-24,none
USR012649,2025-09-15,Netherlands,influencers,desktop,Dutch,25-34,none
USR012650,2025-09-15,United States,direct,mobile,English,35-44,advanced
USR012651,2025-09-15,Canada,influencers,desktop,English,18-24,advanced
USR012652,2025-09-15,Brazil,community,mobile,Portuguese,45-54,intermediate
USR012653,2025-09-15,Brazil,organic,desktop,Portuguese,25-34,intermediate
USR012654,2025-09-15,United States,affiliates,desktop,English,25-34,beginner
USR012655,2025-09-15,Pakistan,direct,desktop,Urdu,45-54,intermediate
USR012656,2025-09-15,United States,paid_social,desktop,English,25-34,intermediate
USR012657,2025-09-15,Mexico,affiliates,mobile,Spanish,25-34,advanced
USR012658,2025-09-15,United Kingdom,organic,mobile,English,18-24,beginner
USR012659,2025-09-15,Mexico,community,desktop,English,45-54,intermediate
USR012660,2025-09-15,India,direct,desktop,English,45-54,advanced
USR012661,2025-09-15,United Kingdom,paid_social,mobile,English,35-44,beginner
USR012662,2025-09-15,Philippines,paid_social,desktop,English,18-24,beginner
USR012663,2025-09-15,Brazil,organic,mobile,Portuguese,18-24,intermediate
USR012664,2025-09-15,United Kingdom,affiliates,mobile,English,18-24,intermediate
USR012665,2025-09-15,France,affiliates,desktop,French,45-54,beginner
USR012666,2025-09-15,Brazil,organic,mobile,Portuguese,25-34,intermediate
USR012667,2025-09-15,Poland,direct,desktop,Polish,45-54,intermediate
USR012668,2025-09-15,India,affiliates,desktop,Hindi,25-34,beginner
USR012669,2025-09-15,India,direct,desktop,English,25-34,beginner
USR012670,2025-09-15,India,affiliates,desktop,English,18-24,intermediate
USR012671,2025-09-15,United States,community,desktop,English,35-44,advanced
USR012672,2025-09-15,United States,organic,mobile,English,35-44,beginner
USR012673,2025-09-15,Canada,community,desktop,English,35-44,beginner
USR012674,2025-09-15,Brazil,organic,mobile,English,25-34,intermediate
USR012675,2025-09-15,United States,influencers,desktop,English,18-24,beginner
USR012676,2025-09-15,United States,influencers,mobile,English,18-24,none
USR012677,2025-09-15,India,influencers,mobile,English,18-24,beginner
USR012678,2025-09-15,Netherlands,direct,desktop,Dutch,45-54,advanced
USR012679,2025-09-15,United States,paid_social,desktop,English,18-24,advanced
USR012680,2025-09-15,India,paid_social,mobile,English,18-24,intermediate
USR012681,2025-09-15,United Arab Emirates,paid_social,desktop,English,18-24,none
USR012682,2025-09-15,Germany,influencers,mobile,English,18-24,beginner
USR012683,2025-09-15,Spain,community,mobile,Spanish,25-34,beginner
USR012684,2025-09-15,India,organic,mobile,Hindi,45-54,intermediate
USR012685,2025-09-15,Pakistan,organic,mobile,English,55+,intermediate
USR012686,2025-09-15,United States,paid_social,mobile,English,25-34,intermediate
USR012687,2025-09-15,United Kingdom,organic,desktop,English,35-44,beginner
USR012688,2025-09-15,Spain,paid_social,mobile,Spanish,18-24,beginner
USR012689,2025-09-15,France,organic,desktop,English,45-54,advanced
USR012690,2025-09-15,Philippines,community,desktop,Tagalog,45-54,advanced
USR012691,2025-09-15,Canada,influencers,desktop,English,35-44,beginner
USR012692,2025-09-15,Brazil,affiliates,mobile,Portuguese,55+,advanced
USR012693,2025-09-15,Spain,paid_social,desktop,Spanish,25-34,beginner
USR012694,2025-09-15,Germany,community,mobile,German,18-24,intermediate
USR012695,2025-09-15,Canada,paid_social,desktop,English,18-24,none
USR012696,2025-09-15,India,paid_social,desktop,Hindi,25-34,none
USR012697,2025-09-15,Mexico,affiliates,desktop,Spanish,35-44,intermediate
USR012698,2025-09-15,France,influencers,mobile,French,25-34,intermediate
USR012699,2025-09-15,Turkey,community,desktop,Turkish,45-54,beginner
USR012700,2025-09-15,Nigeria,organic,desktop,English,18-24,beginner
USR012701,2025-09-15,Canada,influencers,mobile,English,25-34,intermediate
USR012702,2025-09-15,Canada,direct,desktop,French,35-44,none
USR012703,2025-09-15,India,affiliates,desktop,English,25-34,intermediate
USR012704,2025-09-15,Nigeria,influencers,mobile,English,18-24,none
USR012705,2025-09-15,Spain,paid_social,desktop,Spanish,35-44,intermediate
USR012706,2025-09-15,United Kingdom,paid_social,mobile,English,35-44,none
USR012707,2025-09-15,Brazil,organic,desktop,Portuguese,35-44,beginner
USR012708,2025-09-15,United States,paid_social,mobile,English,35-44,advanced
USR012709,2025-09-15,South Africa,direct,desktop,Arabic,25-34,advanced
USR012710,2025-09-15,Canada,organic,mobile,English,18-24,intermediate
USR012711,2025-09-15,United Kingdom,organic,desktop,English,55+,advanced
USR012712,2025-09-15,Brazil,affiliates,mobile,Portuguese,18-24,beginner
USR012713,2025-09-15,Germany,organic,desktop,English,25-34,advanced
USR012714,2025-09-16,France,paid_social,desktop,English,18-24,none
USR012715,2025-09-16,Brazil,paid_social,desktop,Portuguese,25-34,intermediate
USR012716,2025-09-16,Germany,influencers,tablet,German,35-44,none
USR012717,2025-09-16,Pakistan,direct,desktop,English,45-54,none
USR012718,2025-09-16,Poland,paid_social,mobile,Polish,18-24,intermediate
USR012719,2025-09-16,United States,paid_social,mobile,English,25-34,none
USR012720,2025-09-16,Germany,affiliates,desktop,German,18-24,none
USR012721,2025-09-16,United Kingdom,organic,desktop,English,35-44,advanced
USR012722,2025-09-16,United States,paid_social,mobile,English,18-24,none
USR012723,2025-09-16,United Arab Emirates,community,mobile,English,25-34,beginner
USR012724,2025-09-16,India,affiliates,desktop,Hindi,45-54,intermediate
USR012725,2025-09-16,Canada,paid_social,mobile,French,25-34,none
USR012726,2025-09-16,Brazil,affiliates,desktop,Portuguese,25-34,intermediate
USR012727,2025-09-16,Poland,organic,mobile,Polish,18-24,none
USR012728,2025-09-16,Poland,paid_social,mobile,Polish,45-54,none
USR012729,2025-09-16,Nigeria,community,mobile,English,25-34,intermediate
USR012730,2025-09-16,France,direct,mobile,French,35-44,none
USR012731,2025-09-16,Mexico,influencers,mobile,Spanish,25-34,beginner
USR012732,2025-09-16,United Kingdom,paid_social,mobile,English,25-34,beginner
USR012733,2025-09-16,Netherlands,direct,desktop,English,45-54,beginner
USR012734,2025-09-16,United Kingdom,paid_social,mobile,English,18-24,none
USR012735,2025-09-16,Brazil,paid_social,tablet,Portuguese,35-44,none
USR012736,2025-09-16,Netherlands,affiliates,desktop,English,45-54,none
USR012737,2025-09-16,Brazil,paid_social,mobile,Portuguese,18-24,beginner
USR012738,2025-09-16,Germany,direct,mobile,German,35-44,beginner
USR012739,2025-09-16,Canada,paid_social,mobile,English,18-24,beginner
USR012740,2025-09-16,United Kingdom,organic,desktop,English,35-44,intermediate
USR012741,2025-09-16,France,organic,mobile,French,25-34,intermediate
USR012742,2025-09-16,Mexico,organic,desktop,English,35-44,beginner
USR012743,2025-09-16,Spain,organic,desktop,Spanish,45-54,beginner
USR012744,2025-09-16,Canada,influencers,mobile,French,18-24,beginner
USR012745,2025-09-16,India,influencers,desktop,English,45-54,none
USR012746,2025-09-16,Brazil,community,mobile,Portuguese,25-34,intermediate
USR012747,2025-09-16,Spain,affiliates,desktop,Spanish,18-24,none
USR012748,2025-09-16,Mexico,organic,mobile,English,18-24,beginner
USR012749,2025-09-16,Brazil,direct,desktop,Portuguese,25-34,advanced
USR012750,2025-09-16,Brazil,influencers,mobile,English,18-24,intermediate
USR012751,2025-09-16,United States,affiliates,desktop,English,45-54,beginner
USR012752,2025-09-16,Philippines,direct,desktop,English,45-54,intermediate
USR012753,2025-09-16,Mexico,community,desktop,Spanish,25-34,none
USR012754,2025-09-16,Germany,community,desktop,German,18-24,intermediate
USR012755,2025-09-16,Turkey,paid_social,tablet,Turkish,45-54,intermediate
USR012756,2025-09-16,Canada,paid_social,desktop,French,35-44,intermediate
USR012757,2025-09-16,Mexico,community,desktop,Spanish,55+,advanced
USR012758,2025-09-16,Mexico,organic,mobile,Spanish,25-34,none
USR012759,2025-09-16,Nigeria,community,mobile,English,18-24,none
USR012760,2025-09-16,United Kingdom,paid_social,desktop,English,55+,none
USR012761,2025-09-16,Mexico,paid_social,mobile,Spanish,25-34,beginner
USR012762,2025-09-16,Canada,paid_social,mobile,French,45-54,beginner
USR012763,2025-09-17,Germany,influencers,desktop,German,18-24,beginner
USR012764,2025-09-17,United States,community,desktop,English,45-54,intermediate
USR012765,2025-09-17,Nigeria,paid_social,mobile,English,25-34,advanced
USR012766,2025-09-17,Brazil,affiliates,desktop,Portuguese,45-54,intermediate
USR012767,2025-09-17,United States,direct,desktop,English,25-34,intermediate
USR012768,2025-09-17,Canada,community,mobile,French,18-24,beginner
USR012769,2025-09-17,South Africa,direct,desktop,English,25-34,none
USR012770,2025-09-17,Nigeria,paid_social,mobile,English,25-34,advanced
USR012771,2025-09-17,Canada,organic,desktop,English,35-44,beginner
USR012772,2025-09-17,Germany,paid_social,mobile,German,25-34,advanced
USR012773,2025-09-17,France,affiliates,desktop,French,25-34,intermediate
USR012774,2025-09-17,Turkey,direct,mobile,Turkish,45-54,intermediate
USR012775,2025-09-17,United Kingdom,paid_social,mobile,English,18-24,beginner
USR012776,2025-09-17,United Kingdom,affiliates,desktop,English,18-24,beginner
USR012777,2025-09-17,Brazil,organic,mobile,English,35-44,advanced
USR012778,2025-09-17,Netherlands,community,tablet,English,45-54,intermediate
USR012779,2025-09-17,Nigeria,community,mobile,Arabic,45-54,advanced
USR012780,2025-09-17,Turkey,influencers,mobile,Turkish,18-24,intermediate
USR012781,2025-09-17,United States,community,desktop,English,35-44,advanced
