challenge_id,phase_1_status,phase_1_completed_at,phase_2_status,phase_2_completed_at,funded_at,failed_reason,days_to_fail_or_pass
CH001283,passed,2025-08-14,passed,2025-08-26,2025-08-28,,23
CH001284,failed,2025-07-17,not_reached,,,consistency_rule,12
CH001285,passed,2025-08-03,passed,2025-08-14,2025-08-16,,25
CH001286,passed,2025-08-09,passed,2025-08-25,2025-08-28,,39
CH001287,failed,2025-07-23,not_reached,,,max_drawdown,10
CH001288,failed,2025-07-19,not_reached,,,max_drawdown,8
CH001289,passed,2025-07-13,failed,2025-07-25,,max_drawdown,17
CH001290,passed,2025-08-16,passed,2025-08-20,2025-08-21,,17
CH001291,passed,2025-07-26,failed,2025-08-08,,rule_violation,34
CH001292,failed,2025-09-06,not_reached,,,max_drawdown,12
CH001293,failed,2025-07-26,not_reached,,,rule_violation,7
CH001294,failed,2025-07-26,not_reached,,,max_drawdown,11
CH001295,failed,2025-08-03,not_reached,,,max_drawdown,8
CH001296,failed,2025-07-16,not_reached,,,inactivity,7
CH001297,failed,2025-07-26,not_reached,,,max_drawdown,10
CH001298,failed,2025-08-10,not_reached,,,consistency_rule,15
CH001299,passed,2025-07-30,passed,2025-08-08,2025-08-11,,25
CH001300,failed,2025-07-28,not_reached,,,rule_violation,4
CH001301,failed,2025-07-29,not_reached,,,inactivity,9
CH001302,failed,2025-08-08,not_reached,,,consistency_rule,17
CH001303,failed,2025-08-04,not_reached,,,consistency_rule,6
CH001304,passed,2025-07-31,passed,2025-08-11,2025-08-12,,20
CH001305,passed,2025-08-10,failed,2025-08-23,,max_drawdown,31
CH001306,passed,2025-08-18,failed,2025-09-07,,max_drawdown,39
CH001307,failed,2025-07-19,not_reached,,,inactivity,7
CH001308,failed,2025-07-29,not_reached,,,max_drawdown,10
CH001309,failed,2025-08-02,not_reached,,,daily_loss_limit,8
CH001310,failed,2025-07-28,not_reached,,,rule_violation,7
CH001311,passed,2025-08-19,failed,2025-09-06,,daily_loss_limit,42
CH001312,failed,2025-08-23,not_reached,,,daily_loss_limit,27
CH001313,passed,2025-07-30,failed,2025-08-10,,max_drawdown,19
CH001314,failed,2025-09-19,not_reached,,,consistency_rule,9
CH001315,failed,2025-07-24,not_reached,,,rule_violation,11
CH001316,failed,2025-08-14,not_reached,,,rule_violation,16
CH001317,failed,2025-07-28,not_reached,,,consistency_rule,7
CH001318,failed,2025-07-31,not_reached,,,consistency_rule,11
CH001319,failed,2025-09-05,not_reached,,,consistency_rule,12
CH001320,failed,2025-07-17,not_reached,,,rule_violation,11
CH001321,failed,2025-08-14,not_reached,,,max_drawdown,12
CH001322,failed,2025-08-02,not_reached,,,consistency_rule,13
CH001323,failed,2025-08-05,not_reached,,,max_drawdown,19
CH001324,passed,2025-08-27,passed,2025-09-04,2025-09-06,,17
CH001325,passed,2025-08-23,passed,2025-09-11,2025-09-13,,42
CH001326,passed,2025-07-27,passed,2025-08-05,2025-08-08,,30
CH001327,failed,2025-07-31,not_reached,,,inactivity,7
CH001328,failed,2025-08-09,not_reached,,,inactivity,14
CH001329,failed,2025-07-26,not_reached,,,inactivity,11
CH001330,passed,2025-08-25,failed,2025-09-04,,max_drawdown,16
CH001331,failed,2025-08-06,not_reached,,,consistency_rule,9
CH001332,failed,2025-08-11,not_reached,,,inactivity,11
CH001333,passed,2025-08-02,passed,2025-08-07,2025-08-08,,15
CH001334,failed,2025-07-26,not_reached,,,rule_violation,7
CH001335,failed,2025-07-30,not_reached,,,max_drawdown,8
CH001336,failed,2025-08-08,not_reached,,,rule_violation,9
CH001337,passed,2025-08-12,passed,2025-08-25,2025-08-27,,26
CH001338,passed,2025-08-23,passed,2025-09-09,2025-09-11,,35
CH001339,passed,2025-08-08,passed,2025-08-23,2025-08-26,,36
CH001340,failed,2025-08-14,not_reached,,,daily_loss_limit,14
CH001341,failed,2025-09-14,not_reached,,,consistency_rule,12
CH001342,failed,2025-10-08,not_reached,,,inactivity,9
CH001343,passed,2025-08-09,passed,2025-08-26,2025-08-29,,37
CH001344,failed,2025-08-03,not_reached,,,max_drawdown,12
CH001345,failed,2025-08-07,not_reached,,,inactivity,18
CH001346,passed,2025-09-04,failed,2025-09-15,,inactivity,15
CH001347,failed,2025-10-14,not_reached,,,daily_loss_limit,20
CH001348,failed,2025-08-04,not_reached,,,rule_violation,9
CH001349,passed,2025-08-06,failed,2025-08-27,,daily_loss_limit,39
CH001350,failed,2025-08-06,not_reached,,,max_drawdown,8
CH001351,failed,2025-09-07,not_reached,,,inactivity,3
CH001352,failed,2025-10-13,not_reached,,,inactivity,8
CH001353,passed,2025-08-13,failed,2025-08-23,,daily_loss_limit,27
CH001354,passed,2025-08-08,passed,2025-08-27,2025-08-30,,34
CH001355,passed,2025-07-30,passed,2025-08-09,2025-08-10,,18
CH001356,failed,2025-07-27,not_reached,,,max_drawdown,9
CH001357,passed,2025-08-18,passed,2025-09-09,2025-09-11,,38
CH001358,failed,2025-07-27,not_reached,,,consistency_rule,3
CH001359,failed,2025-08-18,not_reached,,,daily_loss_limit,12
CH001360,failed,2025-08-22,not_reached,,,inactivity,17
CH001361,passed,2025-07-26,failed,2025-08-05,,max_drawdown,24
CH001362,failed,2025-08-06,not_reached,,,inactivity,12
CH001363,failed,2025-08-08,not_reached,,,daily_loss_limit,11
CH001364,failed,2025-08-04,not_reached,,,inactivity,15
CH001365,passed,2025-08-02,failed,2025-08-18,,max_drawdown,36
CH001366,passed,2025-07-31,passed,2025-08-13,2025-08-16,,24
CH001367,failed,2025-07-30,not_reached,,,daily_loss_limit,7
CH001368,failed,2025-08-11,not_reached,,,inactivity,9
CH001369,failed,2025-08-10,not_reached,,,rule_violation,13
CH001370,failed,2025-07-28,not_reached,,,daily_loss_limit,16
CH001371,failed,2025-09-05,not_reached,,,inactivity,14
CH001372,failed,2025-09-19,not_reached,,,max_drawdown,9
CH001373,failed,2025-07-24,not_reached,,,consistency_rule,10
CH001374,failed,2025-07-26,not_reached,,,consistency_rule,12
CH001375,passed,2025-08-27,failed,2025-09-09,,consistency_rule,36
CH001376,failed,2025-08-23,not_reached,,,consistency_rule,19
CH001377,passed,2025-08-27,passed,2025-09-03,2025-09-06,,24
CH001378,passed,2025-08-18,passed,2025-08-27,2025-08-29,,24
CH001379,failed,2025-07-15,not_reached,,,consistency_rule,6
CH001380,failed,2025-07-23,not_reached,,,rule_violation,11
CH001381,passed,2025-08-14,passed,2025-09-01,2025-09-02,,46
CH001382,failed,2025-08-08,not_reached,,,max_drawdown,13
CH001383,failed,2025-07-25,not_reached,,,max_drawdown,10
CH001384,failed,2025-07-22,not_reached,,,max_drawdown,4
CH001385,failed,2025-08-10,not_reached,,,max_drawdown,13
CH001386,failed,2025-08-10,not_reached,,,inactivity,11
CH001387,passed,2025-08-10,failed,2025-08-17,,max_drawdown,19
CH001388,failed,2025-08-08,not_reached,,,rule_violation,16
CH001389,failed,2025-09-09,not_reached,,,max_drawdown,17
CH001390,failed,2025-08-12,not_reached,,,max_drawdown,10
CH001391,passed,2025-09-08,failed,2025-09-17,,daily_loss_limit,21
CH001392,failed,2025-08-19,not_reached,,,max_drawdown,10
CH001393,passed,2025-08-15,passed,2025-08-22,2025-08-25,,17
CH001394,passed,2025-08-01,passed,2025-08-10,2025-08-12,,15
CH001395,failed,2025-08-15,not_reached,,,rule_violation,9
CH001396,failed,2025-07-31,not_reached,,,max_drawdown,6
CH001397,passed,2025-09-02,passed,2025-09-19,2025-09-20,,41
CH001398,failed,2025-07-29,not_reached,,,max_drawdown,11
CH001399,passed,2025-08-11,passed,2025-08-25,2025-08-27,,27
CH001400,failed,2025-08-23,not_reached,,,max_drawdown,18
CH001401,failed,2025-09-21,not_reached,,,inactivity,6
CH001402,failed,2025-10-05,not_reached,,,rule_violation,9
CH001403,failed,2025-07-29,not_reached,,,inactivity,10
CH001404,passed,2025-08-24,failed,2025-08-31,,consistency_rule,23
CH001405,passed,2025-09-27,failed,2025-10-09,,consistency_rule,20
CH001406,failed,2025-08-22,not_reached,,,consistency_rule,12
CH001407,failed,2025-08-02,not_reached,,,max_drawdown,9
CH001408,passed,2025-08-10,failed,2025-08-19,,daily_loss_limit,21
CH001409,failed,2025-08-22,not_reached,,,max_drawdown,14
CH001410,failed,2025-08-16,not_reached,,,max_drawdown,16
CH001411,failed,2025-08-02,not_reached,,,daily_loss_limit,8
CH001412,failed,2025-08-16,not_reached,,,max_drawdown,5
CH001413,failed,2025-08-11,not_reached,,,inactivity,13
CH001414,failed,2025-08-25,not_reached,,,max_drawdown,15
CH001415,failed,2025-08-26,not_reached,,,inactivity,19
CH001416,failed,2025-10-16,not_reached,,,max_drawdown,30
CH001417,failed,2025-08-03,not_reached,,,rule_violation,14
CH001418,failed,2025-08-05,not_reached,,,daily_loss_limit,11
CH001419,failed,2025-08-15,not_reached,,,daily_loss_limit,10
CH001420,passed,2025-08-23,passed,2025-08-30,2025-09-01,,17
CH001421,failed,2025-08-03,not_reached,,,consistency_rule,6
CH001422,failed,2025-08-26,not_reached,,,max_drawdown,18
CH001423,failed,2025-08-20,not_reached,,,max_drawdown,12
CH001424,failed,2025-07-29,not_reached,,,inactivity,5
CH001425,failed,2025-08-05,not_reached,,,consistency_rule,18
CH001426,passed,2025-08-12,passed,2025-08-25,2025-08-28,,28
CH001427,failed,2025-08-11,not_reached,,,inactivity,14
CH001428,passed,2025-08-25,failed,2025-09-04,,consistency_rule,24
CH001429,failed,2025-08-05,not_reached,,,inactivity,12
CH001430,passed,2025-08-20,failed,2025-08-24,,daily_loss_limit,15
CH001431,failed,2025-08-10,not_reached,,,daily_loss_limit,9
CH001432,failed,2025-09-01,not_reached,,,inactivity,20
CH001433,failed,2025-08-19,not_reached,,,inactivity,7
CH001434,failed,2025-08-31,not_reached,,,daily_loss_limit,5
CH001435,failed,2025-08-19,not_reached,,,daily_loss_limit,17
CH001436,passed,2025-08-09,passed,2025-08-19,2025-08-20,,21
CH001437,failed,2025-08-10,not_reached,,,daily_loss_limit,6
CH001438,failed,2025-09-08,not_reached,,,inactivity,13
CH001439,failed,2025-08-20,not_reached,,,max_drawdown,10
CH001440,passed,2025-08-15,passed,2025-08-29,2025-08-31,,30
CH001441,failed,2025-08-23,not_reached,,,inactivity,11
CH001442,failed,2025-08-16,not_reached,,,max_drawdown,4
CH001443,passed,2025-09-01,failed,2025-09-20,,daily_loss_limit,41
CH001444,failed,2025-08-26,not_reached,,,rule_violation,14
CH001445,passed,2025-09-30,failed,2025-10-19,,inactivity,39
CH001446,failed,2025-08-17,not_reached,,,max_drawdown,11
CH001447,passed,2025-08-12,failed,2025-08-22,,inactivity,26
CH001448,passed,2025-09-25,passed,2025-10-03,2025-10-05,,23
CH001449,failed,2025-09-03,not_reached,,,max_drawdown,26
CH001450,failed,2025-08-11,not_reached,,,daily_loss_limit,12
CH001451,failed,2025-08-31,not_reached,,,consistency_rule,8
CH001452,failed,2025-09-23,not_reached,,,max_drawdown,17
CH001453,failed,2025-08-16,not_reached,,,rule_violation,13
CH001454,failed,2025-08-20,not_reached,,,daily_loss_limit,19
CH001455,passed,2025-08-27,passed,2025-09-15,2025-09-16,,31
CH001456,failed,2025-08-27,not_reached,,,consistency_rule,9
CH001457,failed,2025-08-20,not_reached,,,inactivity,11
CH001458,failed,2025-09-11,not_reached,,,inactivity,15
CH001459,failed,2025-10-04,not_reached,,,inactivity,11
CH001460,failed,2025-08-17,not_reached,,,max_drawdown,8
CH001461,passed,2025-08-20,failed,2025-09-02,,daily_loss_limit,30
CH001462,failed,2025-08-22,not_reached,,,max_drawdown,12
CH001463,passed,2025-08-21,passed,2025-09-01,2025-09-04,,27
CH001464,passed,2025-08-18,failed,2025-09-01,,inactivity,23
CH001465,passed,2025-09-20,passed,2025-09-27,2025-09-28,,17
CH001466,failed,2025-08-06,not_reached,,,daily_loss_limit,5
CH001467,passed,2025-08-20,passed,2025-08-26,2025-08-28,,13
CH001468,passed,2025-08-28,passed,2025-09-14,2025-09-15,,40
CH001469,failed,2025-07-29,not_reached,,,inactivity,3
CH001470,passed,2025-08-19,failed,2025-08-27,,daily_loss_limit,25
CH001471,passed,2025-08-23,passed,2025-08-30,2025-09-01,,24
CH001472,failed,2025-08-27,not_reached,,,consistency_rule,13
CH001473,failed,2025-10-12,not_reached,,,daily_loss_limit,15
CH001474,failed,2025-09-02,not_reached,,,max_drawdown,14
CH001475,failed,2025-08-31,not_reached,,,max_drawdown,14
CH001476,passed,2025-09-10,failed,2025-09-26,,daily_loss_limit,34
CH001477,failed,2025-08-22,not_reached,,,daily_loss_limit,8
CH001478,failed,2025-08-29,not_reached,,,rule_violation,14
CH001479,failed,2025-08-07,not_reached,,,max_drawdown,10
CH001480,passed,2025-08-29,failed,2025-09-18,,inactivity,38
CH001481,failed,2025-08-24,not_reached,,,max_drawdown,8
CH001482,failed,2025-08-23,not_reached,,,consistency_rule,10
CH001483,passed,2025-08-22,failed,2025-09-08,,max_drawdown,38
CH001484,passed,2025-10-02,failed,2025-10-09,,max_drawdown,25
CH001485,failed,2025-11-08,not_reached,,,daily_loss_limit,15
CH001486,failed,2025-08-09,not_reached,,,consistency_rule,8
CH001487,passed,2025-08-08,passed,2025-08-20,2025-08-22,,16
CH001488,failed,2025-09-02,not_reached,,,daily_loss_limit,13
CH001489,passed,2025-08-23,passed,2025-09-03,2025-09-06,,20
CH001490,passed,2025-08-14,passed,2025-08-21,2025-08-23,,18
CH001491,failed,2025-08-31,not_reached,,,max_drawdown,19
CH001492,failed,2025-08-08,not_reached,,,rule_violation,6
CH001493,passed,2025-08-16,failed,2025-08-24,,inactivity,18
CH001494,failed,2025-08-16,not_reached,,,inactivity,9
CH001495,passed,2025-08-24,failed,2025-09-05,,inactivity,25
CH001496,failed,2025-08-28,not_reached,,,daily_loss_limit,10
CH001497,failed,2025-09-11,not_reached,,,consistency_rule,17
CH001498,failed,2025-10-24,not_reached,,,inactivity,15
CH001499,passed,2025-08-20,failed,2025-08-31,,daily_loss_limit,21
CH001500,failed,2025-09-18,not_reached,,,inactivity,8
CH001501,failed,2025-08-23,not_reached,,,max_drawdown,13
CH001502,passed,2025-09-09,passed,2025-09-27,2025-09-29,,44
CH001503,failed,2025-08-24,not_reached,,,inactivity,13
CH001504,failed,2025-09-02,not_reached,,,max_drawdown,26
CH001505,passed,2025-08-17,failed,2025-08-26,,inactivity,12
CH001506,failed,2025-08-24,not_reached,,,inactivity,11
CH001507,failed,2025-08-19,not_reached,,,daily_loss_limit,18
CH001508,failed,2025-08-27,not_reached,,,max_drawdown,12
CH001509,failed,2025-09-01,not_reached,,,daily_loss_limit,11
CH001510,failed,2025-08-27,not_reached,,,consistency_rule,16
CH001511,failed,2025-08-18,not_reached,,,max_drawdown,13
CH001512,passed,2025-08-29,failed,2025-09-08,,max_drawdown,19
CH001513,failed,2025-08-28,not_reached,,,max_drawdown,13
CH001514,passed,2025-08-25,failed,2025-09-01,,consistency_rule,16
CH001515,failed,2025-08-18,not_reached,,,rule_violation,10
CH001516,passed,2025-08-16,failed,2025-08-22,,rule_violation,17
CH001517,passed,2025-09-02,failed,2025-09-13,,daily_loss_limit,18
CH001518,passed,2025-09-01,failed,2025-09-08,,max_drawdown,19
CH001519,passed,2025-09-02,failed,2025-09-12,,inactivity,22
CH001520,passed,2025-08-22,passed,2025-09-03,2025-09-05,,24
CH001521,failed,2025-08-15,not_reached,,,inactivity,15
CH001522,passed,2025-09-03,passed,2025-09-09,2025-09-12,,20
CH001523,failed,2025-08-25,not_reached,,,consistency_rule,11
CH001524,failed,2025-09-01,not_reached,,,daily_loss_limit,21
CH001525,passed,2025-08-23,passed,2025-09-01,2025-09-03,,23
CH001526,passed,2025-08-24,passed,2025-09-04,2025-09-05,,14
CH001527,failed,2025-09-03,not_reached,,,daily_loss_limit,7
CH001528,passed,2025-10-21,failed,2025-11-04,,inactivity,34
CH001529,failed,2025-11-24,not_reached,,,max_drawdown,13
CH001530,failed,2025-09-11,not_reached,,,rule_violation,17
CH001531,failed,2025-10-08,not_reached,,,max_drawdown,15
CH001532,passed,2025-08-27,passed,2025-09-05,2025-09-07,,20
CH001533,failed,2025-08-17,not_reached,,,daily_loss_limit,12
CH001534,failed,2025-08-20,not_reached,,,consistency_rule,11
CH001535,failed,2025-09-02,not_reached,,,max_drawdown,9
CH001536,failed,2025-10-01,not_reached,,,inactivity,14
CH001537,passed,2025-09-10,passed,2025-09-23,2025-09-25,,29
CH001538,passed,2025-09-18,failed,2025-10-05,,daily_loss_limit,44
CH001539,failed,2025-11-06,not_reached,,,inactivity,3
CH001540,failed,2025-09-02,not_reached,,,max_drawdown,7
CH001541,failed,2025-10-08,not_reached,,,daily_loss_limit,7
CH001542,failed,2025-08-16,not_reached,,,inactivity,6
CH001543,passed,2025-09-12,failed,2025-09-16,,inactivity,19
CH001544,failed,2025-10-23,not_reached,,,max_drawdown,21
CH001545,failed,2025-08-26,not_reached,,,max_drawdown,10
CH001546,failed,2025-09-29,not_reached,,,max_drawdown,24
CH001547,failed,2025-10-26,not_reached,,,daily_loss_limit,6
CH001548,failed,2025-09-11,not_reached,,,max_drawdown,14
CH001549,passed,2025-09-11,passed,2025-09-25,2025-09-26,,25
CH001550,failed,2025-08-24,not_reached,,,inactivity,10
CH001551,failed,2025-09-27,not_reached,,,daily_loss_limit,9
CH001552,passed,2025-09-14,passed,2025-10-01,2025-10-02,,35
CH001553,failed,2025-08-30,not_reached,,,inactivity,18
CH001554,failed,2025-08-27,not_reached,,,inactivity,8
CH001555,passed,2025-09-09,passed,2025-09-20,2025-09-23,,29
CH001556,passed,2025-09-08,passed,2025-10-01,2025-10-02,,38
CH001557,failed,2025-09-16,not_reached,,,max_drawdown,14
CH001558,failed,2025-10-26,not_reached,,,daily_loss_limit,17
CH001559,failed,2025-11-22,not_reached,,,max_drawdown,13
CH001560,failed,2025-09-07,not_reached,,,consistency_rule,11
CH001561,passed,2025-09-09,failed,2025-09-21,,daily_loss_limit,32
CH001562,failed,2025-09-06,not_reached,,,max_drawdown,17
CH001563,failed,2025-09-05,not_reached,,,consistency_rule,6
CH001564,failed,2025-09-02,not_reached,,,consistency_rule,14
CH001565,passed,2025-10-08,passed,2025-10-25,2025-10-28,,28
CH001566,passed,2025-09-04,failed,2025-09-09,,daily_loss_limit,17
CH001567,passed,2025-08-20,failed,2025-08-30,,daily_loss_limit,16
CH001568,failed,2025-08-29,not_reached,,,consistency_rule,8
CH001569,failed,2025-09-02,not_reached,,,daily_loss_limit,5
CH001570,passed,2025-09-12,passed,2025-09-30,2025-10-03,,30
CH001571,passed,2025-08-29,failed,2025-09-11,,max_drawdown,20
CH001572,passed,2025-09-09,failed,2025-09-18,,consistency_rule,21
CH001573,passed,2025-10-15,failed,2025-10-28,,daily_loss_limit,22
CH001574,passed,2025-09-28,failed,2025-10-11,,consistency_rule,35
CH001575,passed,2025-10-29,passed,2025-11-03,2025-11-06,,13
CH001576,passed,2025-09-05,passed,2025-09-18,2025-09-21,,31
CH001577,passed,2025-09-01,passed,2025-09-12,2025-09-14,,31
CH001578,failed,2025-09-10,not_reached,,,max_drawdown,6
CH001579,failed,2025-09-01,not_reached,,,rule_violation,8
CH001580,failed,2025-08-31,not_reached,,,inactivity,13
CH001581,passed,2025-09-10,passed,2025-09-21,2025-09-23,,26
CH001582,failed,2025-09-05,not_reached,,,max_drawdown,11
CH001583,failed,2025-09-17,not_reached,,,consistency_rule,13
CH001584,passed,2025-09-22,failed,2025-10-01,,max_drawdown,20
CH001585,passed,2025-09-21,passed,2025-10-05,2025-10-08,,29
CH001586,failed,2025-09-02,not_reached,,,inactivity,12
CH001587,failed,2025-08-29,not_reached,,,inactivity,11
CH001588,passed,2025-08-23,passed,2025-08-28,2025-08-29,,13
CH001589,failed,2025-09-01,not_reached,,,inactivity,7
CH001590,failed,2025-08-28,not_reached,,,rule_violation,7
CH001591,failed,2025-08-24,not_reached,,,max_drawdown,7
CH001592,failed,2025-09-10,not_reached,,,max_drawdown,9
CH001593,passed,2025-09-06,failed,2025-09-15,,inactivity,15
CH001594,failed,2025-09-13,not_reached,,,inactivity,14
CH001595,failed,2025-09-10,not_reached,,,consistency_rule,8
CH001596,failed,2025-09-08,not_reached,,,max_drawdown,7
CH001597,failed,2025-09-09,not_reached,,,daily_loss_limit,20
CH001598,failed,2025-08-30,not_reached,,,rule_violation,10
CH001599,failed,2025-09-10,not_reached,,,max_drawdown,12
CH001600,failed,2025-09-12,not_reached,,,inactivity,5
CH001601,failed,2025-10-14,not_reached,,,max_drawdown,12
CH001602,failed,2025-08-28,not_reached,,,rule_violation,12
CH001603,failed,2025-09-12,not_reached,,,consistency_rule,8
CH001604,passed,2025-09-16,passed,2025-09-22,2025-09-24,,23
CH001605,failed,2025-09-22,not_reached,,,daily_loss_limit,12
CH001606,failed,2025-09-07,not_reached,,,daily_loss_limit,10
CH001607,failed,2025-09-24,not_reached,,,daily_loss_limit,8
CH001608,passed,2025-09-22,failed,2025-10-04,,daily_loss_limit,32
CH001609,passed,2025-10-01,passed,2025-10-22,2025-10-23,,46
CH001610,passed,2025-09-12,passed,2025-09-21,2025-09-23,,13
CH001611,failed,2025-09-19,not_reached,,,daily_loss_limit,13
CH001612,failed,2025-09-23,not_reached,,,rule_violation,13
CH001613,failed,2025-10-31,not_reached,,,max_drawdown,13
CH001614,failed,2025-09-19,not_reached,,,max_drawdown,20
CH001615,passed,2025-08-23,passed,2025-08-30,2025-09-02,,10
CH001616,passed,2025-08-20,passed,2025-08-30,2025-09-01,,13
CH001617,failed,2025-09-20,not_reached,,,inactivity,11
CH001618,failed,2025-09-20,not_reached,,,consistency_rule,16
CH001619,passed,2025-10-12,failed,2025-10-21,,max_drawdown,18
CH001620,failed,2025-10-08,not_reached,,,max_drawdown,27
CH001621,failed,2025-09-22,not_reached,,,rule_violation,21
CH001622,failed,2025-10-15,not_reached,,,inactivity,14
CH001623,failed,2025-09-04,not_reached,,,rule_violation,6
CH001624,failed,2025-10-05,not_reached,,,inactivity,11
CH001625,failed,2025-10-26,not_reached,,,consistency_rule,4
CH001626,failed,2025-09-07,not_reached,,,max_drawdown,14
CH001627,passed,2025-10-25,failed,2025-11-05,,consistency_rule,28
CH001628,failed,2025-09-06,not_reached,,,max_drawdown,8
CH001629,passed,2025-10-21,failed,2025-11-06,,consistency_rule,38
CH001630,passed,2025-09-16,failed,2025-09-28,,consistency_rule,23
CH001631,failed,2025-09-14,not_reached,,,consistency_rule,11
CH001632,failed,2025-10-05,not_reached,,,daily_loss_limit,9
CH001633,passed,2025-10-04,failed,2025-10-20,,inactivity,41
CH001634,failed,2025-11-15,not_reached,,,consistency_rule,14
CH001635,passed,2025-09-22,failed,2025-10-05,,max_drawdown,24
CH001636,failed,2025-09-19,not_reached,,,consistency_rule,9
CH001637,failed,2025-10-01,not_reached,,,max_drawdown,18
CH001638,failed,2025-09-25,not_reached,,,max_drawdown,27
CH001639,failed,2025-09-21,not_reached,,,consistency_rule,15
CH001640,passed,2025-09-19,passed,2025-09-28,2025-10-01,,23
CH001641,failed,2025-09-13,not_reached,,,inactivity,15
CH001642,failed,2025-09-25,not_reached,,,max_drawdown,12
CH001643,passed,2025-09-11,failed,2025-09-19,,consistency_rule,17
CH001644,passed,2025-10-25,passed,2025-11-05,2025-11-06,,26
CH001645,passed,2025-10-07,failed,2025-10-20,,daily_loss_limit,32
CH001646,passed,2025-09-12,failed,2025-09-27,,rule_violation,31
CH001647,failed,2025-09-18,not_reached,,,daily_loss_limit,13
CH001648,passed,2025-09-28,failed,2025-10-13,,daily_loss_limit,43
CH001649,failed,2025-12-01,not_reached,,,rule_violation,23
CH001650,failed,2025-09-27,not_reached,,,inactivity,10
CH001651,passed,2025-09-10,passed,2025-09-16,2025-09-19,,14
CH001652,passed,2025-10-13,passed,2025-10-23,2025-10-24,,19
CH001653,failed,2025-09-26,not_reached,,,consistency_rule,9
CH001654,failed,2025-09-19,not_reached,,,inactivity,19
CH001655,failed,2025-10-26,not_reached,,,inactivity,15
CH001656,failed,2025-09-15,not_reached,,,rule_violation,16
CH001657,passed,2025-10-16,passed,2025-10-30,2025-11-02,,35
CH001658,failed,2025-09-16,not_reached,,,max_drawdown,12
CH001659,failed,2025-10-30,not_reached,,,daily_loss_limit,14
CH001660,failed,2025-11-29,not_reached,,,max_drawdown,14
CH001661,failed,2025-09-21,not_reached,,,max_drawdown,15
CH001662,passed,2025-09-25,failed,2025-10-06,,rule_violation,34
CH001663,failed,2025-11-16,not_reached,,,daily_loss_limit,20
CH001664,passed,2025-09-16,passed,2025-09-26,2025-09-28,,18
CH001665,failed,2025-09-14,not_reached,,,inactivity,9
CH001666,passed,2025-09-21,failed,2025-10-03,,consistency_rule,29
CH001667,failed,2025-09-16,not_reached,,,daily_loss_limit,10
CH001668,passed,2025-10-01,failed,2025-10-05,,max_drawdown,20
CH001669,failed,2025-09-26,not_reached,,,rule_violation,21
CH001670,failed,2025-10-05,not_reached,,,daily_loss_limit,15
CH001671,failed,2025-09-19,not_reached,,,consistency_rule,17
CH001672,failed,2025-11-03,not_reached,,,daily_loss_limit,17
CH001673,failed,2025-09-21,not_reached,,,consistency_rule,3
CH001674,failed,2025-09-29,not_reached,,,rule_violation,10
CH001675,failed,2025-09-22,not_reached,,,inactivity,18
CH001676,passed,2025-09-13,passed,2025-09-24,2025-09-27,,26
CH001677,passed,2025-09-14,passed,2025-09-28,2025-09-29,,27
CH001678,failed,2025-09-18,not_reached,,,max_drawdown,7
CH001679,failed,2025-09-21,not_reached,,,inactivity,6
CH001680,failed,2025-09-25,not_reached,,,inactivity,21
CH001681,failed,2025-09-29,not_reached,,,rule_violation,11
CH001682,failed,2025-09-18,not_reached,,,inactivity,8
CH001683,failed,2025-09-16,not_reached,,,max_drawdown,6
CH001684,passed,2025-10-05,failed,2025-10-14,,inactivity,28
CH001685,passed,2025-10-02,passed,2025-10-13,2025-10-16,,25
CH001686,failed,2025-09-10,not_reached,,,daily_loss_limit,5
CH001687,passed,2025-09-30,failed,2025-10-10,,inactivity,28
CH001688,failed,2025-09-26,not_reached,,,inactivity,21
CH001689,failed,2025-09-29,not_reached,,,max_drawdown,13
CH001690,failed,2025-09-24,not_reached,,,max_drawdown,7
CH001691,passed,2025-10-06,passed,2025-10-19,2025-10-22,,30
CH001692,passed,2025-10-01,failed,2025-10-13,,inactivity,22
CH001693,failed,2025-10-01,not_reached,,,max_drawdown,25
CH001694,passed,2025-09-24,passed,2025-10-05,2025-10-07,,27
CH001695,failed,2025-09-23,not_reached,,,consistency_rule,10
CH001696,passed,2025-10-09,passed,2025-10-14,2025-10-15,,22
CH001697,passed,2025-09-27,passed,2025-10-11,2025-10-13,,26
CH001698,passed,2025-09-15,failed,2025-09-20,,inactivity,17
CH001699,failed,2025-10-30,not_reached,,,rule_violation,13
CH001700,failed,2025-09-15,not_reached,,,max_drawdown,13
CH001701,failed,2025-09-13,not_reached,,,consistency_rule,9
CH001702,failed,2025-10-24,not_reached,,,rule_violation,16
CH001703,failed,2025-10-04,not_reached,,,max_drawdown,10
CH001704,failed,2025-11-11,not_reached,,,max_drawdown,11
CH001705,failed,2025-10-03,not_reached,,,max_drawdown,15
CH001706,failed,2025-09-27,not_reached,,,daily_loss_limit,12
CH001707,failed,2025-09-24,not_reached,,,inactivity,7
CH001708,passed,2025-09-17,passed,2025-10-03,2025-10-04,,28
CH001709,passed,2025-10-08,passed,2025-10-17,2025-10-18,,28
CH001710,failed,2025-09-30,not_reached,,,inactivity,10
CH001711,failed,2025-09-22,not_reached,,,consistency_rule,12
CH001712,passed,2025-10-04,failed,2025-10-25,,daily_loss_limit,40
CH001713,failed,2025-09-27,not_reached,,,consistency_rule,13
CH001714,failed,2025-10-11,not_reached,,,consistency_rule,13
